                            ","
"N/A. Unavailable","@FIXME: N / A.  Không có sẵn"
"Negative Balance","@FIXME: cân bằng tiêu cực"
Never,"@FIXME: không bao giờ"
"New order status","@FIXME: Tình trạng trật tự mới"
"No Details matched","@FIXME: Không có chi tiết phù hợp"
"No Details matched. International","@FIXME: Không có chi tiết phù hợp.  quốc tế"
No,"@FIXME: không"
"No Liability Shift","@FIXME: Không có phím Shift trách nhiệm pháp lý"
"No Logo","@FIXME: No Logo"
"No match","@FIXME: không có trận đấu"
"None of the address information matched","@FIXME: Không có thông tin địa chỉ phù hợp"
"no reason","@FIXME: không có lý do"
"No shipping method required.","@FIXME: Không có phương pháp vận chuyển cần thiết."
"Note: %s","@FIXME: Lưu ý:% s"
"Nothing to fetch because of an empty configuration.","@FIXME: Không có gì để lấy vì một cấu hình sản phẩm nào."
"Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available.","@FIXME: Chú ý rằng PayPal có thể xử lý lên đến 10 tùy chọn vận chuyển.  Đó là lý do tại sao Magento sẽ chuyển giao chỉ có 10 tùy chọn vận chuyển rẻ nhất đầu tiên nếu có hơn 10 sẵn."
"Notified customer about creditmemo #%s.","@FIXME: Khách hàng thông báo về creditmemo #% s."
"Notified customer about invoice #%s.","@FIXME: Khách hàng thông báo về hóa đơn #% s."
"Not sure what PayPal payment method to use? Click <a href=""%s"" target=""_blank"">here</a> to learn more.","@FIXME: Không chắc chắn những gì phương thức thanh toán PayPal sử dụng không?  Nhấn vào u003ca href=""%s""target=""_blank""u003e đây u003c/au003e để tìm hiểu thêm."
"Now accepting PayPal (150 X 40)","@FIXME: Bây giờ chấp nhận PayPal (150 X 40 )"
"Now accepting PayPal (150 X 60)","@FIXME: Bây giờ chấp nhận PayPal (150 X 60 )"
"Number of Child Authorizations","@FIXME: Số Uỷ quyền trẻ em"
"Open Authorization","@FIXME: mở Authorization"
"Ordered amount of %s.","@FIXME: Số lượng đặt hàng của % s."
Order,"@FIXME: trật tự"
"Order ID","@FIXME: Order ID"
"Ordering amount of %s is pending approval on gateway.","@FIXME: Đặt hàng số lượng % s đang chờ phê duyệt gateway."
"Order total amount does not match paypal gross total amount","@FIXME: Tổng số tiền để không phù hợp với tổng số tiền paypal"
"Order Valid Period (days)","@FIXME: Thời gian để hợp lệ (ngày)"
-OR-,"@FIXME: -HOẶC-"
"Page Background Color","@FIXME: Màu nền Trang"
"Page Style","@FIXME: Kiểu Trang"
Partner,"@FIXME: đối tác"
"Part of the address information matched","@FIXME: Một phần của thông tin địa chỉ phù hợp"
"Pasarela integral","@FIXME: Pasarela thể thiếu"
Password,"@FIXME: mật khẩu"
"Payer Address ID","@FIXME: Payer Địa chỉ ID"
"Payer Address Status","@FIXME: Payer Địa chỉ Status"
"Payer Email","@FIXME: Payer Email"
"Payer ID","@FIXME: Payer ID"
"Payer is not identified.","@FIXME: Payer không được xác định."
"Payer Status","@FIXME: Payer Status"
"Payflow Link","@FIXME: Payflow liên kết"
"Payflow Link (Includes Express Checkout)","@FIXME: Payflow Link ( Bao gồm Express Checkout )"
"Payflow Pro and Express Checkout","@FIXME: Payflow Pro và Express Checkout"
"Payflow Pro","@FIXME: Payflow Pro"
"Payflow Pro (Includes Express Checkout)","@FIXME: Payflow Pro ( Bao gồm Express Checkout )"
"Payment Action","@FIXME: hành động thanh toán"
"Payment Applicable From","@FIXME: Thanh toán áp dụng Từ"
"Payment from applicable countries","@FIXME: Thanh toán từ nước áp dụng"
"Payment from Specific countries","@FIXME: Thanh toán từ nước cụ thể"
"Payment has been declined. Please try again.","@FIXME: Thanh toán đã bị từ chối.  Vui lòng thử lại."
"Payment is being reviewed by PayPal for risk.","@FIXME: Thanh toán đang được xem xét bởi PayPal cho rủi ro."
"Payment Method","@FIXME: Phương thức thanh toán"
"Payment Refund initiated by merchant","@FIXME: Hoàn thanh toán khởi xướng bởi thương gia"
"Payments Advanced","@FIXME: Trả trước"
"Payments Advanced (Includes Express Checkout)","@FIXME: Thanh toán chi tiết ( Bao gồm Express Checkout )"
"Payments by PayPal (150 X 40)","@FIXME: Thanh toán bằng PayPal (150 X 40 )"
"Payments by PayPal (150 X 60)","@FIXME: Thanh toán bằng PayPal (150 X 60 )"
"Payments Pro and Express Checkout","@FIXME: Thanh toán Pro và Express Checkout"
"Payments Pro Hosted Solution","@FIXME: Thanh toán Pro Giải pháp Hosted"
"Payments Pro (Includes Express Checkout)","@FIXME: Thanh toán Pro ( Bao gồm Express Checkout )"
"Payments Standard","@FIXME: Thanh toán chuẩn"
"Payment transactions disallow storing objects.","@FIXME: Giao dịch thanh toán không cho phép lưu trữ các đối tượng."
"Payment was made to an email address that is not yet registered or confirmed.","@FIXME: Thanh toán đã được thực hiện đến một địa chỉ thư điện tử mà chưa được đăng ký hoặc xác nhận."
"PayPal Accounts","@FIXME: Tài khoản PayPal"
"PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>","@FIXME: PayPal All-in- One Giải pháp Thanh toán u0026 nbsp; u0026 nbsp;. u003cI u003e Chấp nhận và thẻ tín dụng và quá trình thanh toán PayPal u003c/ iu003e"
"PayPal Balance Manager function of PayPal account","@FIXME: PayPal Balance chức năng quản lý của tài khoản PayPal"
"PayPal Billing Agreement Settings","@FIXME: PayPal Cài đặt Hiệp định Thanh toán"
"PayPal Buyer Warranty Bonus","@FIXME: PayPal mua Bảo hành Bonus"
"PayPal/Centinel Electronic Commerce Indicator","@FIXME: PayPal / Centinel thương mại điện tử Chỉ số"
"PayPal/Centinel Visa Payer Authentication Service Result","@FIXME: PayPal / Centinel Visa Payer Authentication Service Kết quả"
"PayPal certificate does not exist.","@FIXME: Giấy chứng nhận PayPal không tồn tại."
"PayPal certificate file is empty.","@FIXME: Giấy chứng nhận tập tin PayPal là trống rỗng."
"Paypal Checkout","@FIXME: Paypal Thanh toán"
"PayPal Debit Card Cash Advance","@FIXME: PayPal Debit Card Cash Advance"
"PayPal Debit Card Withdrawal from ATM","@FIXME: PayPal Debit Card Rút tiền từ ATM"
"PayPal does not support processing orders with zero amount. To complete your purchase, proceed to the standard checkout process.","@FIXME: PayPal không hỗ trợ xử lý các đơn đặt hàng với số lượng bằng không.  Để hoàn tất mua hàng của bạn, tiến hành các quy trình kiểm tra tiêu chuẩn."
"PayPal Email","@FIXME: PayPal Email"
"PayPal Express Checkout","@FIXME: PayPal Express Checkout"
"PayPal Express Checkout is not enabled.","@FIXME: PayPal Express Checkout không được kích hoạt."
"PayPal Express Checkout Shortcut Wrapper","@FIXME: PayPal Express Checkout Shortcut Wrapper"
"PayPal Express Checkout Token does not exist.","@FIXME: PayPal Express Checkout Mã không tồn tại."
"PayPal Express Order Review Form","@FIXME: Mẫu PayPal tốc theo thứ tự giá"
"PayPal Fee Information","@FIXME: PayPal thông tin Phí"
"PayPal gateway has rejected request. %s","@FIXME: PayPal cổng đã từ chối yêu cầu.  % s"
"Paypal IPN Invalid %s.","@FIXME: Paypal IPN không hợp lệ % s."
"Paypal Logo Image URL","@FIXME: Paypal Logo Image URL"
"PayPal Merchant Pages Style","@FIXME: PayPal Merchant trang Phong cách"
"PayPal Payment Gateways","@FIXME: Cổng thanh toán PayPal"
"PayPal Payment Solutions","@FIXME: PayPal Payment Solutions"
"PayPal Product Logo","@FIXME: PayPal Logo sản phẩm"
"PayPal Pro","@FIXME: PayPal Pro"
"PayPal Protection Bonus","@FIXME: Bảo vệ PayPal thưởng"
"PayPal recommends that you set up an additional User on your account at manager.paypal.com","@FIXME: PayPal khuyến cáo rằng bạn thiết lập một tài khoản thêm vào tài khoản của bạn tại manager.paypal.com"
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","@FIXME: PayPal khuyến cáo bạn thiết lập một tài khoản thêm vào tài khoản của bạn tại manager.paypal.com, thay vì nhập tên người dùng và mật khẩu quản trị của bạn ở đây.  Điều này sẽ tăng cường an ninh của bạn và ngăn chặn sự gián đoạn dịch vụ nếu sau này bạn thay đổi mật khẩu của bạn.  Nếu bạn không muốn thiết lập một tài khoản khác, bạn có thể nhập lại Login Merchant của bạn ở đây."
"PayPal Reference ID","@FIXME: ID tham khảo PayPal"
"PayPal Reference ID Type","@FIXME: Loại ID tham khảo PayPal"
"PayPal response hasn't required fields.",@TODO
"PayPal retains reports for 45 days.","@FIXME: PayPal giữ các báo cáo cho 45 ngày."
"PayPal Settlement Reports","@FIXME: Báo cáo giải quyết PayPal"
"PayPal Uk Account","@FIXME: Tài khoản PayPal Uk"
"Paypal URL","@FIXME: Paypal URL"
"PayPal Website Payments Pro - Direct Payments","@FIXME: Thanh toán PayPal Website Pro - Thanh toán trực tiếp"
"PayPal Website Payments Standard","@FIXME: Thanh toán PayPal Trang web tiêu chuẩn"
"Pending PayPal","@FIXME: Trong khi chờ PayPal"
"Place an Order","@FIXME: Đặt hàng"
"Place Order","@FIXME: Đặt hàng"
"Please agree to all the terms and conditions before placing the order.","@FIXME: Hãy đồng ý với tất cả các điều khoản và điều kiện trước khi đặt lệnh."
"Please contact PayPal Customer Service.","@FIXME: Hãy liên hệ với dịch vụ khách hàng PayPal."
"Please do not refresh the page until you complete payment.","@FIXME: Xin vui lòng không làm mới trang cho đến khi bạn hoàn thành thanh toán."
"Please re-enable the previously enabled payment solutions.","@FIXME: Vui lòng bật lại các giải pháp thanh toán được kích hoạt trước đó."
"Please select a shipping method...","@FIXME: Hãy lựa chọn một phương pháp vận chuyển..."
"Please select a valid shipping method","@FIXME: Hãy lựa chọn một phương pháp giao hàng hợp lệ"
"Please select region, state or province","@FIXME: Vui lòng chọn khu vực, bang hoặc tỉnh"
"Please update order data to get shipping methods and rates","@FIXME: Vui lòng cập nhật dữ liệu để có được phương pháp vận chuyển và giá"
"Points Incentive Redemption","@FIXME: Chỉ Redemption ưu đãi"
"Postage Payment to either USPS or UPS","@FIXME: Bưu chính để thanh toán hoặc USPS hoặc UPS"
"Preapproved Payment (BillUser API), either sent or received","@FIXME: Thanh toán chấp thuận trước ( BillUser API), hoặc gửi hoặc nhận"
"Preapproved Payment ID","@FIXME: ID thanh toán chấp thuận trước"
Price,"@FIXME: giá"
"Problem during communication with PayPal","@FIXME: Vấn đề trong giao tiếp với PayPal"
"Process payments using your own internet merchant account.","@FIXME: Các khoản thanh toán quá trình sử dụng tài khoản thương gia internet của riêng bạn."
"Product Name","@FIXME: Tên sản phẩm"
Pro,"@FIXME: Pro"
"Proxy Host","@FIXME: Proxy chủ"
"Proxy Port","@FIXME: Cảng Proxy"
Qty,"@FIXME: Số lượng"
Reauthorization,"@FIXME: tái phê chuẩn"
"Received IPN verification","@FIXME: IPN nhận được xác minh"
"Reference Information","@FIXME: Thông tin tham khảo"
"Reimbursement for a chargeback.","@FIXME: Hoàn trả cho một khoản chiết khấu."
"Reimbursement of Chargeback","@FIXME: Khoản bồi hoàn"
"Report Date","@FIXME: báo cáo ngày"
Reports,"@FIXME: báo cáo"
"Requested %s and configured %s merchant emails do not match.","@FIXME: Email thương gia yêu cầu % s và cấu hình % s không phù hợp."
"Require Customer's Billing Address",@TODO
"Require CVV Entry","@FIXME: Yêu cầu CVV nhập"
"Required PayPal Settings","@FIXME: Cài đặt PayPal yêu cầu"
"Required Settings","@FIXME: Cài đặt theo yêu cầu"
Reversal,"@FIXME: sự đảo ngược"
"reversal of an adjustment","@FIXME: đảo ngược của một sự điều chỉnh"
"Reversal of an adjustment.","@FIXME: Đảo ngược của một sự điều chỉnh."
"Reversal of General Account Hold","@FIXME: Reversal của Tổng Giữ Tài khoản"
"Reversal of hold for Dispute Investigation","@FIXME: Hoàn giữ cho tranh chấp tra"
"Reversal of Points Usage","@FIXME: Đảo ngược các điểm Cách sử dụng"
"Review Order","@FIXME: Review Order"
"Reward Voucher Redemption","@FIXME: Thưởng Voucher Redemption"
Sale,"@FIXME: buôn bán"
Sales,"@FIXME: bán hàng"
"Same as shipping","@FIXME: Tương tự như vận chuyển"
"Sandbox Credentials","@FIXME: Credentials Sandbox"
"Sandbox Flag","@FIXME: Sandbox Cờ"
"Sandbox Mode","@FIXME: Chế độ Sandbox"
"Schedule description is too long.","@FIXME: Lịch trình mô tả quá dài."
"Scheduled Fetching","@FIXME: Đang gọi dự kiến"
Schedule,"@FIXME: lịch trình"
"Select a Payment Solution","@FIXME: Chọn một giải pháp thanh toán"
"Selected currency code (","@FIXME: Mã tiền tệ được lựa chọn ("
"Send Email Confirmation","@FIXME: Gửi Email nhận"
"Server Error. Please try again.","@FIXME: Server Error.  Vui lòng thử lại."
"Settlement Consolidation","@FIXME: Giải quyết hợp nhất"
"Settlement of a chargeback.","@FIXME: Giải quyết một khoản chiết khấu."
"Settlement Report Settings","@FIXME: Giải quyết Cài đặt Báo cáo"
"Severe 3D Secure Card Validation","@FIXME: 3D nghiêm trọng an toàn thẻ Validation"
"Severe Validation Removes Chargeback Liability on Merchant","@FIXME: Validation nghiêm trọng Loại bỏ trách nhiệm bồi hoàn trên Merchant"
"Severe validation removes chargeback liability on merchant.","@FIXME: Xác nhận nghiêm trọng loại bỏ chargeback trách nhiệm về thương gia."
"SFTP Credentials","@FIXME: Credentials SFTP"
"Shipping Address","@FIXME: Vận Chuyển Địa chỉ"
Shipping,"@FIXME: hàng hải"
"Shipping Information","@FIXME: Vận chuyển thông tin"
"Shipping Method","@FIXME: Phương thức vận chuyển"
"Shop now using (150 X 40)","@FIXME: Cửa hàng hiện đang sử dụng (150 X 40 )"
"Shop now using (150 X 60)","@FIXME: Cửa hàng hiện đang sử dụng (150 X 60 )"
"Shortcut Buttons Flavor","@FIXME: Buttons Shortcut Hương"
Shortcut,"@FIXME: shortcut"
"Shortcut on Product View","@FIXME: Shortcut trên sản phẩm Xem"
"Shortcut on Shopping Cart","@FIXME: Shortcut trên Giỏ hàng"
"Sign a billing agreement to streamline further purchases with PayPal.","@FIXME: Đăng ký một thỏa thuận thanh toán để sắp xếp mua sắm thêm với PayPal."
Solo,"@FIXME: Solo"
"Some PayPal solutions conflict.","@FIXME: Một số PayPal giải pháp xung đột."
"Sorry, no quotes are available for this order at this time.","@FIXME: Xin lỗi, không có dấu ngoặc kép có sẵn để đặt hàng này tại thời điểm này."
"Sort order","@FIXME: Xếp theo thứ tự"
"Sort Order","@FIXME: Xếp theo thứ tự"
"Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","@FIXME: Quy định cụ thể những gì Honor Thời gian ủy quyền là trên tài khoản PayPal của thương gia.  Nó phải phản ánh các thiết lập trong PayPal."
"Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","@FIXME: Quy định cụ thể những gì thời kỳ hợp lệ theo thứ tự là trên tài khoản PayPal của thương gia.  Nó phải phản ánh các thiết lập trong PayPal."
"Start Date","@FIXME: Ngày bắt đầu"
State/Province,"@FIXME: Tiểu bang / Tỉnh"
Static,"@FIXME: tĩnh"
"Street Address","@FIXME: Địa chỉ"
"Street Address %s","@FIXME: Địa chỉ % s"
"Submitting order information...","@FIXME: Gửi thông tin để..."
"Subscriber name is too long.","@FIXME: Tên người đăng ký quá dài."
"Subscription ID","@FIXME: ID thuê bao"
"Subscription Payment, either payment sent or payment received","@FIXME: Thuê bao thanh toán, hoặc trả tiền gửi thanh toán hoặc nhận được"
Subtotal,"@FIXME: Subtotal"
"Summary Text for Aggregated Cart","@FIXME: Tóm tắt văn bản cho giỏ Tổng hợp"
"Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","@FIXME: Hỗ trợ thẻ American Express yêu cầu thỏa thuận bổ sung.  Tìm hiểu thêm tại u003ca href=""http://www.paypal.com/amexupdate""u003e http://www.paypal.com/amexupdate u003c/au003e."
Switch/Maestro,"@FIXME: Switch / Maestro"
"Switch/Solo card issue number: %s","@FIXME: Switch / Solo số vấn đề thẻ:% s"
"Switch/Solo card start Date: %s/%s","@FIXME: Switch / Solo bắt đầu thẻ ngày: % s / % s"
"Switch/Solo Only","@FIXME: Switch / Solo Chỉ"
Telephone,"@FIXME: điện thoại"
"Test Mode","@FIXME: Chế độ kiểm tra"
"The background color for the checkout page around the header and payment form.","@FIXME: Màu nền cho các trang kiểm tra xung quanh các hình thức tiêu đề và thanh toán."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","@FIXME: Màu nền cho tiêu đề của trang kiểm tra.  Case- insensitive sáu ký tự HTML mã màu thập lục phân trong ASCII."
"The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.","@FIXME: Số mặc định của giấy phép con trong tài khoản PayPal của bạn là 1. Để làm nhiều phép xin vui lòng liên hệ với PayPal để yêu cầu tăng."
"The following error(s) occured:","@FIXME: Các lỗi sau đây (s) xảy ra:"
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","@FIXME: Những hình ảnh ở trên cùng bên trái của trang kiểm tra.  Kích thước tối đa là 750x90 pixel.  u003cstrong style =""color: red""u003e https u003c/ strongu003e được khuyến khích."
"The maximum number of child authorizations is reached.","@FIXME: Số lượng tối đa của giấy phép con là đạt."
"The merchant account is not yet verified.","@FIXME: Các tài khoản thương gia chưa được xác minh."
"The payment curency does not match any of the merchant\'s balances currency.",@TODO
"The payment eCheck is not yet cleared.","@FIXME: Các eCheck thanh toán chưa được xóa."
"The payment is authorized but not settled.","@FIXME: Việc thanh toán được ủy quyền nhưng không được giải quyết."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","@FIXME: Việc thanh toán được cấp phát bởi vì nó đã được thực hiện đến một địa chỉ thư điện tử mà chưa được đăng ký hoặc xác nhận."
"The payment is pending while it is being reviewed by PayPal for risk.","@FIXME: Việc thanh toán được cấp phát khi nó đang được xem xét lại bởi PayPal cho rủi ro."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","@FIXME: Việc thanh toán được thực hiện thông qua thẻ tín dụng.  Để nhận được tài trợ thương phải nâng cấp tài khoản để kinh doanh hoặc Premier trạng thái."
"There has been an error processing your payment. Please try later or contact us for help.","@FIXME: Hiện đã có một lỗi xử lý thanh toán của bạn.  Hãy thử lại sau hoặc liên hệ với chúng tôi để được giúp đỡ."
"There is already another PayPal solution enabled. Enable this solution instead?","@FIXME: Đã có một giải pháp PayPal kích hoạt.  Cho phép giải pháp này để thay thế?"
"There was an error connecting to the Paypal server: %s","@FIXME: Có lỗi khi kết nối với máy chủ Paypal:% s"
"There was an error during communication with Paypal: %s - %s","@FIXME: Có một lỗi trong quá trình giao tiếp với Paypal:% s - % s"
"There was an error processing your order. Please contact us or try again later.","@FIXME: Có lỗi khi xử lý đơn hàng của bạn.  Hãy liên hệ với chúng tôi hoặc thử lại sau."
"This feature needs be enabled first for the merchant account through PayPal technical support.","@FIXME: Tính năng này được kích hoạt nhu cầu đầu tiên cho tài khoản thương gia thông qua hỗ trợ kỹ thuật PayPal."
"This operation requires an existing transaction object.","@FIXME: Hoạt động này yêu cầu một đối tượng giao dịch hiện có."
"Time of Day","@FIXME: Thời gian của ngày"
Title,"@FIXME: Tiêu đề"
"Transaction ID","@FIXME: ID giao dịch"
"Transaction ID must not be empty.","@FIXME: ID giao dịch không phải là trống rỗng."
"Transaction Information","@FIXME: Thông tin giao dịch"
"Transaction reversal by PayPal administrators.","@FIXME: Giao dịch đảo ngược bởi các quản trị PayPal."
"Transaction reversal due to fraud detected by PayPal administrators.","@FIXME: Đảo ngược giao dịch do gian lận được phát hiện bởi các quản trị viên PayPal."
"Transaction Type","@FIXME: Loại giao dịch"
"Transfer Cart Line Items","@FIXME: Chuyển Giỏ Các mục hàng"
"Transfer Shipping Options","@FIXME: Chuyển Vận Chuyển Tùy chọn"
"Triggered Fraud Filters","@FIXME: Bộ lọc Gian lận được kích hoạt"
Type,"@FIXME: kiểu"
"Unable to cancel Express Checkout.","@FIXME: Không thể hủy Express Checkout."
"Unable to change status. Current status is not correspond to real status.","@FIXME: Không thể thay đổi trạng thái.  Tình trạng hiện tại không phù hợp với tình hình thực tế."
"Unable to communicate with the PayPal gateway.","@FIXME: Không thể liên lạc với các cổng PayPal."
"Unable to initialize Express Checkout.","@FIXME: Không thể khởi Express Checkout."
"Unable to initialize Express Checkout review.","@FIXME: Không thể khởi Express Checkout xem xét."
"Unable to place the order.","@FIXME: Không thể đặt đơn đặt hàng."
"Unable to process Express Checkout approval.","@FIXME: Không thể xử lý Express Checkout phê duyệt."
"Unable to start Express Checkout.","@FIXME: Không thể khởi động Express Checkout."
"Unable to update Order data.","@FIXME: Không thể cập nhật dữ liệu theo thứ tự."
"Unable to update shipping method.","@FIXME: Không thể cập nhật phương thức vận chuyển."
"Unknown Error. Please try again later.","@FIXME: Lỗi không xác định.  Vui lòng thử lại sau."
"Unknown PayPal API error: %s","@FIXME: Không biết PayPal lỗi API:% s"
"unknown reason","@FIXME: lý do không rõ"
"Unknown reason. Please contact PayPal customer service.","@FIXME: Lý do không rõ.  Hãy liên hệ với dịch vụ khách hàng PayPal."
"Update Order Data","@FIXME: Cập nhật dữ liệu theo thứ tự"
"Update Shipping Method","@FIXME: Cập nhật Phương thức Giao hàng"
"URL method for Cancel URL and Return URL","@FIXME: Phương pháp URL để Hủy bỏ URL và Return URL"
"Use colon to specify port. For example: ""test.example.com:5224"".","@FIXME: Sử dụng đại tràng để xác định cổng.  Ví dụ:""test.example.com:5224""."
"Use Proxy","@FIXME: sử dụng Proxy"
User,"@FIXME: người sử dụng"
"User-initiated Currency Conversion","@FIXME: Người dùng thực hiện chuyển đổi tiền tệ"
"Uses store frontend name by default.","@FIXME: Sử dụng tên cửa hàng lối vào theo mặc định."
"VAT Number","@FIXME: Số thuế GTGT"
Vendor,"@FIXME: người bán"
"View Demo","@FIXME: Xem Demo"
View,"@FIXME: quang cảnh"
"View Transaction Details","@FIXME: Xem chi tiết giao dịch"
"View Transaction","@FIXME: Xem giao dịch"
"Virtual PayPal Debit Card Transaction","@FIXME: Ảo giao dịch PayPal Debit Card"
"Virtual Terminal Payment","@FIXME: Ảo thanh toán đầu cuối"
Visa,"@FIXME: visa"
Void,"@FIXME: khoảng trống"
"Waiting until Customer\'s eCheck will be cleared.",@TODO
"Website Payments Plus","@FIXME: Trang web thanh toán Thêm"
"Website Payments Pro and Express Checkout (API Signature)","@FIXME: Thanh toán Website Pro và Express Checkout ( API Chữ ký )"
"Website Payments Pro and Express Checkout","@FIXME: Thanh toán Website Pro và Express Checkout"
"Website Payments Pro Hosted Solution and Express Checkout","@FIXME: Trang web thanh toán Hosted Giải pháp Pro và Express Checkout"
"Website Payments Pro Hosted Solution","@FIXME: Thanh toán Website Pro Giải pháp Hosted"
"Website Payments Pro Hosted Solution (Includes Express Checkout)","@FIXME: Thanh toán Website Pro Giải pháp Hosted ( Bao gồm Express Checkout )"
"Website Payments Pro (Includes Express Checkout)","@FIXME: Thanh toán Website Pro ( Bao gồm Express Checkout )"
"Website Payments Pro Payflow Edition and Express Checkout","@FIXME: Thanh toán Website Pro Payflow Edition và Express Checkout"
"Website Payments Pro Payflow Edition (Includes Express Checkout)","@FIXME: Thanh toán Website Pro Payflow Edition ( Bao gồm Express Checkout )"
"Website Payments Standard","@FIXME: Trang web thanh toán tiêu chuẩn"
"Website Payments Standard Payment","@FIXME: Trang web thanh toán tiêu chuẩn thanh toán"
"We prefer PayPal (150 X 40)","@FIXME: Chúng tôi muốn PayPal (150 X 40 )"
"We prefer PayPal (150 X 60)","@FIXME: Chúng tôi muốn PayPal (150 X 60 )"
"What is PayPal?","@FIXME: PayPal là gì?"
"What is this?","@FIXME: Này là gì?"
"                                Where &lt;user_action&gt; is 'commit' or 'continue'"," depending on your preference of commit button text."
"Whether to create a billing agreement, if there are no active billing agreements available.","@FIXME: Cho dù để tạo ra một thỏa thuận thanh toán, nếu không có thoả thuận thanh toán hoạt động có sẵn."
"Will appear as a payment option only for customers who have at least one active billing agreement.","@FIXME: Sẽ xuất hiện như một tùy chọn thanh toán chỉ dành cho những khách hàng có ít nhất một thỏa thuận thanh toán hoạt động."
"WorldLink Withdrawal","@FIXME: WorldLink Rút"
"Would you like to sign a billing agreement to streamline further purchases with PayPal?","@FIXME: Bạn có muốn ký một thỏa thuận thanh toán để sắp xếp mua sắm thêm với PayPal?"
"Wrong Order ID (%s) specified.","@FIXME: ID sai thứ tự (% s) quy định."
"Wrong PayPal Express Checkout Token specified.","@FIXME: Sai PayPal Express Checkout Mã quy định."
Yes,"@FIXME: vâng"
"Yes. Matched Address and five-didgit ZIP","@FIXME: Vâng.  Địa chỉ phù hợp và ZIP năm didgit"
"You cannot void a verification transaction","@FIXME: Bạn không thể làm mất hiệu lực một giao dịch xác minh"
"Your billing address will be ignored and you will be redirected to PayPal UK website","@FIXME: Địa chỉ thanh toán của bạn sẽ bị bỏ qua và bạn sẽ được chuyển đến trang web PayPal Vương quốc Anh"
"You will be redirected to Paypal in a few seconds.","@FIXME: Bạn sẽ được chuyển đến Paypal trong một vài giây."
"You will be redirected to the PayPal website.","@FIXME: Bạn sẽ được chuyển đến trang web của PayPal."
"You will be redirected to the PayPal website in a few seconds.","@FIXME: Bạn sẽ được chuyển đến trang web của PayPal trong một vài giây."
"You will be redirected to the PayPal website when you place an order.","@FIXME: Bạn sẽ được chuyển đến trang web của PayPal khi bạn đặt hàng."
"You will be required to enter your payment details after you place an order.","@FIXME: Bạn sẽ được yêu cầu nhập chi tiết thanh toán của bạn sau khi bạn đặt hàng."
"Zip/Postal Code","@FIXME: Zip / Postal Code"
